13823797, 57, 24.067374, 27.220750, 41
3988179, 55, 6.817325, 23.340778, 43
-,-,-,-,-
5253713, 56, 8.248423, 26.591583, 42
2030174, 56, 3.017200, 28.052059, 42
969684, 52, 1.400093, 27.371852, 36
7329730, 52, 12.156012, 23.196147, 30
2668277, 50, 4.340230, 24.259160, 32
340054, 46, 0.502641, 21.093839, 32
-,-,-,-,-
3549659, 57, 5.398143, 28.617100, 43
32409, 45, 0.032037, 26.136883, 35
769672, 46, 1.190442, 19.630771, 36
-,-,-,-,-
-,-,-,-,-
1010735, 42, 1.569923, 18.613684, 24
-,-,-,-,-
1275835, 55, 1.863664, 27.161785, 43
154033, 46, 0.157274, 22.945674, 36
2050682, 52, 3.220524, 24.309352, 36
5640443, 54, 9.023041, 26.387997, 34
13346338, 59, 22.526099, 28.210896, 41
1404765, 49, 2.028890, 24.160167, 33
4691350, 54, 7.711139, 26.270783, 34
6227128, 52, 10.043305, 24.646240, 32
-,-,-,-,-
11281296, 53, 22.331509, 25.406511, 33
909443, 52, 1.430691, 27.825948, 36
3929550, 54, 6.914905, 26.030586, 38
218813, 47, 0.233420, 24.663123, 35
192620, 50, 0.195721, 28.097603, 38
-,-,-,-,-
-,-,-,-,-
2063119, 52, 3.169523, 25.941898, 36
4626673, 55, 7.286893, 26.924879, 39
2310054, 52, 3.589027, 25.725334, 36
-,-,-,-,-
827204, 53, 1.089454, 28.675094, 41
1117690, 49, 1.665670, 24.250708, 35
6540664, 54, 10.572631, 26.340069, 36
5727420, 54, 9.456649, 26.084994, 36
48442, 42, 0.050272, 23.220903, 30
7332469, 64, 11.327272, 33.039995, 48
2726529, 50, 4.497994, 24.567261, 32
538811, 51, 0.720224, 27.261192, 39
1421517, 49, 2.107013, 22.913119, 35
179552, 47, 0.196463, 25.425833, 35
119466, 49, 0.127738, 25.146246, 39
-,-,-,-,-
4794840, 53, 7.819448, 25.201670, 39
3031976, 56, 4.491038, 28.042837, 44
11642023, 56, 19.282262, 26.767551, 38
-,-,-,-,-
7231469, 56, 11.987512, 27.748926, 40
144650, 41, 0.159241, 20.477993, 29
-,-,-,-,-
484298, 50, 0.648518, 26.077067, 36
502382, 51, 0.690410, 25.589185, 37
-,-,-,-,-
508077, 45, 0.724075, 21.673806, 31
1831101, 57, 2.733569, 29.038379, 43
5629978, 51, 9.413274, 23.539744, 31
-,-,-,-,-
919689, 47, 1.486310, 22.571056, 31
8431005, 50, 14.903267, 23.852024, 28
-,-,-,-,-
5471079, 51, 9.486401, 25.059742, 31
4625223, 53, 7.682007, 25.187832, 37
8179206, 52, 14.319872, 24.612158, 30
566126, 44, 0.785669, 20.463151, 30
180944, 49, 0.180786, 24.157845, 37
-,-,-,-,-
1361463, 56, 1.905882, 28.726678, 46
3440503, 48, 5.323860, 22.009849, 30
7477189, 57, 11.687268, 27.883160, 41
2184329, 54, 3.366512, 27.543129, 34
619091, 53, 0.783735, 27.349191, 41
64658, 42, 0.065014, 21.967320, 28
4130114, 57, 6.502601, 26.616085, 43
746861, 53, 0.971823, 27.939128, 39
1907176, 49, 3.013403, 24.022951, 31
-,-,-,-,-
10981380, 55, 17.979045, 26.606520, 37
164970, 44, 0.179293, 20.612144, 32
195545, 45, 0.210550, 22.230814, 35
4681568, 52, 8.000922, 25.902420, 34
3562585, 54, 6.155747, 26.420307, 38
-,-,-,-,-
827151, 50, 1.277597, 25.946800, 36
489337, 46, 0.648796, 20.785302, 34
-,-,-,-,-
-,-,-,-,-
277415, 53, 0.306547, 27.787204, 45
766982, 50, 1.050749, 24.841806, 34
1262169, 49, 1.821936, 22.901546, 35
190361, 44, 0.212133, 21.261158, 32
9574369, 54, 16.284769, 24.995750, 34
5360327, 57, 8.401227, 28.682216, 39
4562384, 54, 7.331274, 25.020656, 38
